player_name,player_link,player_birthday,player_current_team,player_handedness,player_position,player_image
Charles Smith,https://www.basketball-reference.com/players/s/smithch04.html,1975-08-22,Free Agent / Retired,Right,Shooting Guard,
Charles Smith,https://www.basketball-reference.com/players/s/smithch04.html,1967-11-29,Free Agent / Retired,Right,Point Guard,
Charles Smith,https://www.basketball-reference.com/players/s/smithch02.html,1965-07-16,Free Agent / Retired,Right,Small Forward and Power Forward,https://www.basketball-reference.com/req/202106291/images/headshots/smithch01.jpg
Charles Smith,https://www.basketball-reference.com/players/s/smithch02.html,1975-08-22,Free Agent / Retired,Right,Shooting Guard,
Charles Smith,https://www.basketball-reference.com/players/s/smithch02.html,1967-11-29,Free Agent / Retired,Right,Point Guard,
Charlie Bell,https://www.basketball-reference.com/players/b/bellch01.html,1979-03-12,Free Agent / Retired,Right,Shooting Guard,https://www.basketball-reference.com/req/202106291/images/headshots/bellch01.jpg
Charlie Brown Jr.,https://www.basketball-reference.com/players/b/brownch02.html,1997-02-02,Free Agent / Retired,Right,Shooting Guard,https://www.basketball-reference.com/req/202106291/images/headshots/brownch02.jpg
Charlie Villanueva,https://www.basketball-reference.com/players/v/villach01.html,1984-08-24,Free Agent / Retired,Right,Power Forward,https://www.basketball-reference.com/req/202106291/images/headshots/villach01.jpg
Charlie Ward,https://www.basketball-reference.com/players/w/wardch01.html,1970-10-12,Free Agent / Retired,Right,Point Guard,https://www.basketball-reference.com/req/202106291/images/headshots/wardch01.jpg
Chase Budinger,https://www.basketball-reference.com/players/b/budinch01.html,1988-05-22,Free Agent / Retired,Right,Small Forward,https://www.basketball-reference.com/req/202106291/images/headshots/budinch01.jpg
Chasson Randle,https://www.basketball-reference.com/players/r/randlch01.html,1993-02-05,Free Agent / Retired,Right,Point Guard,https://www.basketball-reference.com/req/202106291/images/headshots/randlch01.jpg
Chauncey Billups,https://www.basketball-reference.com/players/b/billuch01.html,1976-09-25,Free Agent / Retired,Right,Point Guard and Shooting Guard,https://www.basketball-reference.com/req/202106291/images/headshots/billuch01.jpg
Chaundee Brown Jr.,https://www.basketball-reference.com/players/b/brownch05.html,1998-12-04,Free Agent / Retired,Right,Shooting Guard and Small Forward,https://www.basketball-reference.com/req/202106291/images/headshots/brownch05.jpg
Cheick Diallo,https://www.basketball-reference.com/players/d/diallch01.html,1996-09-13,Free Agent / Retired,Right,Center and Power Forward,https://www.basketball-reference.com/req/202106291/images/headshots/diallch01.jpg
Cheikh Samb,https://www.basketball-reference.com/players/s/sambch01.html,1984-10-22,Free Agent / Retired,Right,Center,
Cherokee Parks,https://www.basketball-reference.com/players/p/parksch02.html,1972-10-11,Free Agent / Retired,Right,Center and Power Forward,
Chet Holmgren,https://www.basketball-reference.com/players/h/holmgch01.html,2002-05-01,Oklahoma City Thunder,Right,Center and Power Forward,https://www.basketball-reference.com/req/202106291/images/headshots/holmgch01.jpg
Chima Moneke,https://www.basketball-reference.com/players/m/monekch01.html,1995-12-24,Free Agent / Retired,Right,Small Forward,https://www.basketball-reference.com/req/202106291/images/headshots/monekch01.jpg
Chimezie Metu,https://www.basketball-reference.com/players/m/metuch01.html,1997-03-22,Free Agent / Retired,Right,Center and Power Forward,https://www.basketball-reference.com/req/202106291/images/headshots/metuch01.jpg
Chinanu Onuaku,https://www.basketball-reference.com/players/o/onuakch01.html,1996-11-01,Free Agent / Retired,Right,Center,https://www.basketball-reference.com/req/202106291/images/headshots/onuakch01.jpg
Chris Andersen,https://www.basketball-reference.com/players/a/anderch01.html,1978-07-07,Free Agent / Retired,Right,Center and Power Forward,https://www.basketball-reference.com/req/202106291/images/headshots/anderch01.jpg
Chris Anstey,https://www.basketball-reference.com/players/a/anstech01.html,1975-01-01,Free Agent / Retired,Right,Center,
Chris Babb,https://www.basketball-reference.com/players/b/babbch01.html,1990-02-14,Free Agent / Retired,Right,Shooting Guard,https://www.basketball-reference.com/req/202106291/images/headshots/babbch01.jpg
Chris Bosh,https://www.basketball-reference.com/players/b/boshch01.html,1984-03-24,Free Agent / Retired,Left,Center and Power Forward,https://www.basketball-reference.com/req/202106291/images/headshots/boshch01.jpg
Chris Boucher,https://www.basketball-reference.com/players/b/bouchch01.html,1993-01-11,Toronto Raptors,Right,Power Forward,https://www.basketball-reference.com/req/202106291/images/headshots/bouchch01.jpg
Chris Carr,https://www.basketball-reference.com/players/c/carrch01.html,1974-03-12,Free Agent / Retired,Right,Shooting Guard and Small Forward,
Chris Childs,https://www.basketball-reference.com/players/c/childch01.html,1967-11-20,Free Agent / Retired,Right,Point Guard,https://www.basketball-reference.com/req/202106291/images/headshots/childch01.jpg
Chris Chiozza,https://www.basketball-reference.com/players/c/chiozch01.html,1995-11-21,Free Agent / Retired,Right,Point Guard,https://www.basketball-reference.com/req/202106291/images/headshots/chiozch01.jpg
Chris Clemons,https://www.basketball-reference.com/players/c/clemoch01.html,1997-07-23,Free Agent / Retired,Right,Shooting Guard,https://www.basketball-reference.com/req/202106291/images/headshots/clemoch01.jpg
Chris Copeland,https://www.basketball-reference.com/players/c/copelch01.html,1984-03-17,Free Agent / Retired,Right,Small Forward and Power Forward,https://www.basketball-reference.com/req/202106291/images/headshots/copelch01.jpg
Chris Crawford,https://www.basketball-reference.com/players/c/crawfch01.html,1975-05-13,Free Agent / Retired,Right,Power Forward,
Chris Douglas-Roberts,https://www.basketball-reference.com/players/d/douglch01.html,1987-01-08,Free Agent / Retired,Right,Small Forward and Shooting Guard,https://www.basketball-reference.com/req/202106291/images/headshots/douglch01.jpg
Chris Duarte,https://www.basketball-reference.com/players/d/duartch01.html,1997-06-13,Chicago Bulls,Right,Small Forward and Shooting Guard,https://www.basketball-reference.com/req/202106291/images/headshots/duartch01.jpg
Chris Dudley,https://www.basketball-reference.com/players/d/dudlech02.html,1965-02-22,Free Agent / Retired,Right,Center and Power Forward,
Chris Duhon,https://www.basketball-reference.com/players/d/duhonch01.html,1982-08-31,Free Agent / Retired,Right,Point Guard,https://www.basketball-reference.com/req/202106291/images/headshots/duhonch01.jpg
Chris Garner,https://www.basketball-reference.com/players/g/garnech01.html,1975-02-02,Free Agent / Retired,Right,Point Guard,
Chris Gatling,https://www.basketball-reference.com/players/g/gatlich01.html,1967-09-03,Free Agent / Retired,Left,Power Forward and Center,
Chris Herren,https://www.basketball-reference.com/players/h/herrech01.html,1975-09-27,Free Agent / Retired,Right,Point Guard,
Chris Hunter,https://www.basketball-reference.com/players/h/huntech01.html,1984-07-07,Free Agent / Retired,Right,Center,
Chris Jefferies,https://www.basketball-reference.com/players/j/jeffech01.html,1980-02-13,Free Agent / Retired,Right,Small Forward and Shooting Guard,
Chris Jent,https://www.basketball-reference.com/players/j/jentch01.html,1970-01-11,Free Agent / Retired,Left,Small Forward,
Chris Johnson,https://www.basketball-reference.com/players/j/johnsch04.html,1990-04-29,Free Agent / Retired,Left,Small Forward,https://www.basketball-reference.com/req/202106291/images/headshots/johnsch04.jpg
Chris Johnson,https://www.basketball-reference.com/players/j/johnsch04.html,1985-07-15,Free Agent / Retired,Right,Center,https://www.basketball-reference.com/req/202106291/images/headshots/johnsch03.jpg
Chris Johnson,https://www.basketball-reference.com/players/j/johnsch03.html,1990-04-29,Free Agent / Retired,Left,Small Forward,https://www.basketball-reference.com/req/202106291/images/headshots/johnsch04.jpg
Chris Johnson,https://www.basketball-reference.com/players/j/johnsch03.html,1985-07-15,Free Agent / Retired,Right,Center,https://www.basketball-reference.com/req/202106291/images/headshots/johnsch03.jpg
Chris Kaman,https://www.basketball-reference.com/players/k/kamanch01.html,1982-04-28,Free Agent / Retired,Right,Center,https://www.basketball-reference.com/req/202106291/images/headshots/kamanch01.jpg
Chris King,https://www.basketball-reference.com/players/k/kingch01.html,1969-07-24,Free Agent / Retired,Right,Small Forward,
Chris Livingston,https://www.basketball-reference.com/players/l/livinch01.html,2003-10-15,Milwaukee Bucks,Right,Small Forward,https://www.basketball-reference.com/req/202106291/images/headshots/livinch01.jpg
Chris McCray,https://www.basketball-reference.com/players/m/mccrach01.html,1984-05-27,Free Agent / Retired,Right,Shooting Guard,
Chris McCullough,https://www.basketball-reference.com/players/m/mcculch01.html,1995-02-05,Free Agent / Retired,Right,Power Forward,https://www.basketball-reference.com/req/202106291/images/headshots/mcculch01.jpg
Chris Mihm,https://www.basketball-reference.com/players/m/mihmch01.html,1979-07-16,Free Agent / Retired,Right,Center and Power Forward,
Chris Mills,https://www.basketball-reference.com/players/m/millsch01.html,1970-01-25,Free Agent / Retired,Right,Small Forward and Power Forward,https://www.basketball-reference.com/req/202106291/images/headshots/millsch01.jpg
Chris Morris,https://www.basketball-reference.com/players/m/morrich01.html,1966-01-20,Free Agent / Retired,Right,Small Forward and Shooting Guard,https://www.basketball-reference.com/req/202106291/images/headshots/morrich01.jpg
Chris Mullin,https://www.basketball-reference.com/players/m/mullich01.html,1963-07-30,Free Agent / Retired,Left,Small Forward and Shooting Guard,https://www.basketball-reference.com/req/202106291/images/headshots/mullich01.jpg
Chris Owens,https://www.basketball-reference.com/players/o/owensch01.html,1979-03-01,Free Agent / Retired,Right,Small Forward,
Chris Paul,https://www.basketball-reference.com/players/p/paulch01.html,1985-05-06,San Antonio Spurs,Right,Point Guard,https://www.basketball-reference.com/req/202106291/images/headshots/paulch01.jpg
Chris Porter,https://www.basketball-reference.com/players/p/portech01.html,1978-05-09,Free Agent / Retired,Right,Small Forward,
Chris Quinn,https://www.basketball-reference.com/players/q/quinnch01.html,1983-09-27,Free Agent / Retired,Right,Point Guard and Shooting Guard,https://www.basketball-reference.com/req/202106291/images/headshots/quinnch01.jpg
Chris Richard,https://www.basketball-reference.com/players/r/richach01.html,1984-12-25,Free Agent / Retired,Right,Power Forward and Center,
Chris Robinson,https://www.basketball-reference.com/players/r/robinch01.html,1974-04-02,Free Agent / Retired,Right,Shooting Guard,
Chris Silva,https://www.basketball-reference.com/players/s/silvach01.html,1996-09-19,Free Agent / Retired,Right,Power Forward,https://www.basketball-reference.com/req/202106291/images/headshots/silvach01.jpg
Chris Singleton,https://www.basketball-reference.com/players/s/singlch01.html,1989-11-21,Free Agent / Retired,Right,Small Forward and Power Forward,https://www.basketball-reference.com/req/202106291/images/headshots/singlch01.jpg
Chris Smith,https://www.basketball-reference.com/players/s/smithch05.html,1987-10-13,Free Agent / Retired,Right,Point Guard,https://www.basketball-reference.com/req/202106291/images/headshots/smithch05.jpg
Chris Taft,https://www.basketball-reference.com/players/t/taftch01.html,1985-03-10,Free Agent / Retired,Right,Center,
Chris Webber,https://www.basketball-reference.com/players/w/webbech01.html,1973-03-01,Free Agent / Retired,Right,Power Forward and Center,https://www.basketball-reference.com/req/202106291/images/headshots/webbech01.jpg
Chris Whitney,https://www.basketball-reference.com/players/w/whitnch01.html,1971-10-05,Free Agent / Retired,Right,Point Guard,
Chris Wilcox,https://www.basketball-reference.com/players/w/wilcoch01.html,1982-09-03,Free Agent / Retired,Right,Center and Power Forward,https://www.basketball-reference.com/req/202106291/images/headshots/wilcoch01.jpg
Chris Wright,https://www.basketball-reference.com/players/w/wrighch01.html,1988-09-30,Free Agent / Retired,Right,Small Forward,https://www.basketball-reference.com/req/202106291/images/headshots/wrighch01.jpg
Chris Wright,https://www.basketball-reference.com/players/w/wrighch01.html,1989-11-04,Free Agent / Retired,Right,Shooting Guard,https://www.basketball-reference.com/req/202106291/images/headshots/wrighch02.jpg
Chris Wright,https://www.basketball-reference.com/players/w/wrighch02.html,1988-09-30,Free Agent / Retired,Right,Small Forward,https://www.basketball-reference.com/req/202106291/images/headshots/wrighch01.jpg
Chris Wright,https://www.basketball-reference.com/players/w/wrighch02.html,1989-11-04,Free Agent / Retired,Right,Shooting Guard,https://www.basketball-reference.com/req/202106291/images/headshots/wrighch02.jpg
Christian Braun,https://www.basketball-reference.com/players/b/braunch01.html,2001-04-17,Denver Nuggets,Right,Shooting Guard,https://www.basketball-reference.com/req/202106291/images/headshots/braunch01.jpg
Christian Eyenga,https://www.basketball-reference.com/players/e/eyengch01.html,1989-06-22,Free Agent / Retired,Right,Small Forward,https://www.basketball-reference.com/req/202106291/images/headshots/eyengch01.jpg
Christian Koloko,https://www.basketball-reference.com/players/k/kolokch01.html,2000-06-20,Los Angeles Lakers,Right,Center,https://www.basketball-reference.com/req/202106291/images/headshots/kolokch01.jpg
Christian Laettner,https://www.basketball-reference.com/players/l/laettch01.html,1969-08-17,Free Agent / Retired,Right,Power Forward and Center,https://www.basketball-reference.com/req/202106291/images/headshots/laettch01.jpg
Christian Wood,https://www.basketball-reference.com/players/w/woodch01.html,1995-09-27,Los Angeles Lakers,Right,Power Forward and Center,https://www.basketball-reference.com/req/202106291/images/headshots/woodch01.jpg
